Sample	Screen_ID	Technical_rep	Screen_rep_ID	Treatment	Treatment_ID	Treatment_type	Nb_of_ligands	Ligand_conc	Layout_ID	Plate_ID	Well_ID_culture	Well_ID_fcs	Live_cells	Viability	Peak_0	Peak_1	Peak_2	Peak_3	Peak_4	Peak_5	Peak_6	cell_total	cell_start	cell_activated	divisions	PI	PI_norm	PI_1	PI_2	PI_3	PI_12	PI_13	PI_23	PI_123	PI_isserlis
E16_HS_full_rep1	16	1	s16_full_rep1	HS	HS_1	Pair	7	full	1	1	E8	C4	11347	92.61345087	5969	762	1917	2036	682	90	0	11456	7129.1875	1160.1875	2287.5625	1.971717934	0.749706573	NA	NA	NA	NA	NA	NA	NA	NA
E16_HcG_full_rep1	16	1	s16_full_rep1	HcG	HcG_1	Pair	7	full	1	1	F8	C5	9931	92.84779357	7746	303	703	706	349	77	1	9885	8185.734375	439.734375	867.125	1.971929077	0.749786856	NA	NA	NA	NA	NA	NA	NA	NA
E16_HCp_full_rep1	16	1	s16_full_rep1	HCp	HCp_1	Pair	7	full	1	1	G8	C6	7741	88.49891391	6657	229	408	234	87	86	1	7702	6910.890625	253.890625	441.53125	1.739060865	0.661243345	NA	NA	NA	NA	NA	NA	NA	NA
E16_ZS_full_rep1	16	1	s16_full_rep1	ZS	ZS_1	Pair	7	full	1	2	B8	C7	12630	78.10277658	6961	1201	2409	1708	311	49	0	12639	8398.21875	1437.21875	2530.90625	1.760974973	0.66957575	NA	NA	NA	NA	NA	NA	NA	NA
E16_ZcG_full_rep1	16	1	s16_full_rep1	ZcG	ZcG_1	Pair	7	full	1	2	C8	C8	15770	83.68267445	9292	680	2061	2360	1140	173	0	15706	10518.90625	1226.90625	2567.53125	2.0926874	0.79570281	NA	NA	NA	NA	NA	NA	NA	NA
E16_ZCp_full_rep1	16	1	s16_full_rep1	ZCp	ZCp_1	Pair	7	full	1	1	B7	D1	22538	86.13467859	13434	970	2511	3193	1798	526	90	22522	15076.09375	1642.09375	3478	2.11802767	0.805337944	NA	NA	NA	NA	NA	NA	NA	NA
E16_ScG_full_rep1	16	1	s16_full_rep1	ScG	ScG_1	Pair	7	full	1	1	C7	D2	14019	93.10619645	6333	1143	2508	3076	839	137	0	14036	7972.71875	1639.71875	3210.15625	1.957748089	0.744394818	NA	NA	NA	NA	NA	NA	NA	NA
E16_SCp_full_rep1	16	1	s16_full_rep1	SCp	SCp_1	Pair	7	full	1	1	D7	D3	8026	90.44399369	3868	1146	1642	1013	332	51	27	8079	5000.890625	1132.890625	1867.375	1.648327702	0.626743862	NA	NA	NA	NA	NA	NA	NA	NA
E16_cGCp_full_rep1	16	1	s16_full_rep1	cGCp	cGCp_1	Pair	7	full	1	1	E7	D4	18318	95.28218466	7304	1348	2855	4010	2332	361	125	18335	9351.984375	2047.984375	4256.375	2.078323962	0.790241398	NA	NA	NA	NA	NA	NA	NA	NA
E16_PLH_full_rep1	16	1	s16_full_rep1	PLH	PLH_1	Triplet	7	full	1	1	F7	D5	4112	86.35027299	3980	95	23	1	0	1	0	4100	4033.40625	53.40625	59.53125	1.114686951	0.423837569	0.823873929	1	0.513423175	0.531840003	0.484330904	0.773648138	0.423837569	0.548786481
E16_PLZ_full_rep1	16	1	s16_full_rep1	PLZ	PLZ_1	Triplet	7	full	1	1	G7	D6	9242	53.20667818	7596	762	548	225	60	0	0	9191	8145.875	549.875	754.375	1.371902705	0.521638749	0.823873929	1	0.765242543	0.531840003	0.578256361	0.735123369	0.521638749	0.329965175
E16_PLS_full_rep1	16	1	s16_full_rep1	PLS	PLS_1	Triplet	7	full	1	2	B7	D7	3752	71.60305344	3490	138	73	25	19	0	0	3745	3581.5625	91.5625	119.625	1.306484642	0.49676483	0.823873929	1	0.727138349	0.531840003	0.45233699	0.690092372	0.49676483	0.209466709
E16_PLcG_full_rep1	16	1	s16_full_rep1	PLcG	PLcG_1	Triplet	7	full	1	2	C7	D8	4534	76.39427127	4473	50	0	0	0	0	0	4523	4498	25	25	1	0.380230134	0.823873929	1	0.650524163	0.531840003	0.493858329	0.719010528	0.380230134	0.360307334
E16_PLCp_full_rep1	16	1	s16_full_rep1	PLCp	PLCp_1	Triplet	7	full	1	1	B6	E1	14546	95.53395508	9355	1489	1796	1356	501	98	97	14692	10753.89063	1398.890625	2300.65625	1.644629115	0.625337548	0.823873929	1	0.761135107	0.531840003	0.827167926	0.814512458	0.625337548	0.64886686
E16_PHZ_full_rep1	16	1	s16_full_rep1	PHZ	PHZ_1	Triplet	7	full	1	1	C6	E2	7127	47.54820201	6501	408	140	43	0	0	0	7092	6745.375	244.375	290.125	1.187212276	0.451413882	0.823873929	0.513423175	0.765242543	0.484330904	0.578256361	0.772103842	0.451413882	0.656248034
E16_PHS_full_rep1	16	1	s16_full_rep1	PHS	PHS_1	Triplet	7	full	1	1	D6	E3	3567	86.74610895	3362	130	18	21	0	0	0	3531	3434.125	72.125	81.875	1.135181976	0.431630394	0.823873929	0.513423175	0.727138349	0.484330904	0.45233699	0.749706573	0.431630394	0.586926387
E16_PHcG_full_rep1	16	1	s16_full_rep1	PHcG	PHcG_1	Triplet	7	full	1	1	E6	E4	4312	84.23520219	4151	110	28	21	0	0	0	4310	4215.625	64.625	76.875	1.189555126	0.452304704	0.823873929	0.513423175	0.650524163	0.484330904	0.493858329	0.749786856	0.452304704	0.636018914
E16_PHCp_full_rep1	16	1	s16_full_rep1	PHCp	PHCp_1	Triplet	7	full	1	1	F6	E5	6542	89.46936543	5036	582	486	262	125	32	0	6523	5490.0625	454.0625	668.5	1.472264281	0.559799244	0.823873929	0.513423175	0.761135107	0.484330904	0.827167926	0.661243345	0.559799244	0.694195427
E16_PZS_full_rep1	16	1	s16_full_rep1	PZS	PZS_1	Triplet	7	full	1	1	G6	E6	5476	32.40044968	3689	682	660	355	92	13	1	5492	4245.546875	556.546875	829.25	1.489991297	0.56653959	0.823873929	0.765242543	0.727138349	0.578256361	0.45233699	0.66957575	0.56653959	0.401397685
E16_PZcG_full_rep1	16	1	s16_full_rep1	PZcG	PZcG_1	Triplet	7	full	1	2	B6	E7	4628	32.87398778	4378	171	49	23	0	0	0	4621	4478.625	100.625	118.625	1.178881988	0.448246456	0.823873929	0.765242543	0.650524163	0.578256361	0.493858329	0.79570281	0.448246456	0.589386613
E16_PZCp_full_rep1	16	1	s16_full_rep1	PZCp	PZCp_1	Triplet	7	full	1	2	C6	E8	16058	80.00597878	11012	1293	1941	1214	431	53	53	15997	12324.92188	1312.921875	2193.25	1.670510669	0.635178495	0.823873929	0.765242543	0.761135107	0.578256361	0.827167926	0.805337944	0.635178495	0.776876615
E16_PScG_full_rep1	16	1	s16_full_rep1	PScG	PScG_1	Triplet	7	full	1	1	B5	F1	4754	82.36313236	4239	339	67	40	33	0	0	4718	4432.3125	193.3125	226.25	1.17038474	0.445015546	0.823873929	0.727138349	0.650524163	0.45233699	0.493858329	0.744394818	0.445015546	0.487227507
E16_PSCp_full_rep1	16	1	s16_full_rep1	PSCp	PSCp_1	Triplet	7	full	1	1	C5	F2	3852	86.17449664	3241	333	183	51	9	19	5	3841	3460.859375	219.859375	282.8125	1.286333594	0.489102794	0.823873929	0.727138349	0.761135107	0.45233699	0.827167926	0.626743862	0.489102794	0.550166094
E16_PcGCp_full_rep1	16	1	s16_full_rep1	PcGCp	PcGCp_1	Triplet	7	full	1	1	D5	F3	9798	93.77871363	5636	1317	1517	988	251	41	41	9791	6814.859375	1178.859375	1860.5	1.578220473	0.600086981	0.823873929	0.650524163	0.761135107	0.493858329	0.827167926	0.790241398	0.600086981	0.749184354
E16_LHZ_full_rep1	16	1	s16_full_rep1	LHZ	LHZ_1	Triplet	7	full	1	1	E5	F4	13333	79.81442682	8106	1152	1876	1529	572	85	0	13320	9380.53125	1274.53125	2243.65625	1.76037759	0.669348606	1	0.513423175	0.765242543	0.773648138	0.735123369	0.772103842	0.669348606	0.955775172
E16_LHS_full_rep1	16	1	s16_full_rep1	LHS	LHS_1	Triplet	7	full	1	1	F5	F5	10260	94.5709282	3649	1794	2615	1668	359	127	46	10258	5435.375	1786.375	2943.90625	1.647977748	0.6266108	1	0.513423175	0.727138349	0.773648138	0.690092372	0.749706573	0.6266108	0.91990586
E16_LHcG_full_rep1	16	1	s16_full_rep1	LHcG	LHcG_1	Triplet	7	full	1	1	G5	F6	8508	91.24839125	5004	894	1171	941	363	76	0	8449	5886.4375	882.4375	1488	1.686238402	0.641158653	1	0.513423175	0.650524163	0.773648138	0.719010528	0.749786856	0.641158653	0.954231969
E16_LHCp_full_rep1	16	1	s16_full_rep1	LHCp	LHCp_1	Triplet	7	full	1	2	B5	F7	4234	87.49741682	3503	280	256	141	45	0	0	4225	3727.4375	224.4375	332.125	1.479810638	0.562668597	1	0.513423175	0.761135107	0.773648138	0.814512458	0.661243345	0.562668597	0.886714869
E16_LZS_full_rep1	16	1	s16_full_rep1	LZS	LZS_1	Triplet	7	full	1	2	C5	F8	9137	58.65699429	4704	1146	1847	1062	323	16	29	9127	5892.640625	1188.640625	1980.71875	1.666373089	0.633605262	1	0.765242543	0.727138349	0.735123369	0.690092372	0.66957575	0.633605262	0.619325786
E16_LZcG_full_rep1	16	1	s16_full_rep1	LZcG	LZcG_1	Triplet	7	full	1	1	B4	G1	10064	72.78513054	6793	1355	1196	588	75	41	21	10069	7849.296875	1056.296875	1523.125	1.441947843	0.548272021	1	0.765242543	0.650524163	0.735123369	0.719010528	0.79570281	0.548272021	0.82851824
E16_LZCp_full_rep1	16	1	s16_full_rep1	LZCp	LZCp_1	Triplet	7	full	1	1	C4	G2	15664	69.37112489	7702	1079	2492	2843	1109	205	99	15529	9297.140625	1595.140625	3170.1875	1.987403148	0.755670565	1	0.765242543	0.761135107	0.735123369	0.814512458	0.805337944	0.755670565	0.823259803
E16_LScG_full_rep1	16	1	s16_full_rep1	LScG	LScG_1	Triplet	7	full	1	1	D4	G3	12244	88.32780263	3560	2131	3277	2340	639	169	47	12163	5783.203125	2223.203125	3772.0625	1.6966792	0.645128559	1	0.727138349	0.650524163	0.690092372	0.719010528	0.744394818	0.645128559	0.770094577
E16_LSCp_full_rep1	16	1	s16_full_rep1	LSCp	LSCp_1	Triplet	7	full	1	1	E4	G4	5878	87.82309876	3412	886	935	363	173	54	50	5873	4147.40625	735.40625	1103	1.499851273	0.57028865	1	0.727138349	0.761135107	0.690092372	0.814512458	0.626743862	0.57028865	0.637359587
E16_LcGCp_full_rep1	16	1	s16_full_rep1	LcGCp	LcGCp_1	Triplet	7	full	1	1	F4	G5	5200	82.46114811	4080	590	353	128	46	21	1	5219	4482.796875	402.796875	534.375	1.326661236	0.504436579	1	0.650524163	0.761135107	0.719010528	0.814512458	0.790241398	0.504436579	0.877092031
E16_HZS_full_rep1	16	1	s16_full_rep1	HZS	HZS_1	Triplet	7	full	1	1	G4	G6	8739	68.50356667	5160	846	1370	932	333	63	33	8737	6065.296875	905.296875	1553.6875	1.716218782	0.652558097	0.513423175	0.765242543	0.727138349	0.772103842	0.749706573	0.66957575	0.652558097	0.907533878
E16_HZcG_full_rep1	16	1	s16_full_rep1	HZcG	HZcG_1	Triplet	7	full	1	2	B4	G7	11653	74.45530637	7113	703	1585	1631	603	90	0	11725	8105.125	992.125	1920.4375	1.935680988	0.736004241	0.513423175	0.765242543	0.650524163	0.772103842	0.749786856	0.79570281	0.736004241	0.973400156
E16_HZCp_full_rep1	16	1	s16_full_rep1	HZCp	HZCp_1	Triplet	7	full	1	2	C4	G8	9729	70.41325903	6476	753	1238	931	239	110	0	9747	7296.75	820.75	1421.5625	1.732028632	0.658569478	0.513423175	0.765242543	0.761135107	0.772103842	0.661243345	0.805337944	0.658569478	0.909076342
E16_HScG_full_rep1	16	1	s16_full_rep1	HScG	HScG_1	Triplet	7	full	1	1	B3	H1	10140	86.71113391	4668	696	2027	1962	632	101	20	10106	5810.96875	1142.96875	2272.90625	1.98859877	0.756125176	0.513423175	0.727138349	0.650524163	0.749706573	0.749786856	0.744394818	0.756125176	0.929370613
E16_HSCp_full_rep1	16	1	s16_full_rep1	HSCp	HSCp_1	Triplet	7	full	1	1	C3	H2	7048	91.98642652	3403	1032	1220	1062	259	68	1	7045	4375.078125	972.078125	1599.71875	1.645668912	0.62573291	0.513423175	0.727138349	0.761135107	0.749706573	0.661243345	0.626743862	0.62573291	0.804919559
E16_HcGCp_full_rep1	16	1	s16_full_rep1	HcGCp	HcGCp_1	Triplet	7	full	1	1	D3	H3	7686	92.47984599	4175	702	1119	1088	402	165	0	7651	4972.03125	797.03125	1444.78125	1.812703391	0.689244453	0.513423175	0.650524163	0.761135107	0.749786856	0.661243345	0.790241398	0.689244453	0.898142726
E16_ZScG_full_rep1	16	1	s16_full_rep1	ZScG	ZScG_1	Triplet	7	full	1	1	E3	H4	10572	57.78943916	6102	518	2028	1313	384	101	58	10504	7060.1875	958.1875	1882.59375	1.964744635	0.747055115	0.765242543	0.727138349	0.650524163	0.66957575	0.79570281	0.744394818	0.747055115	0.859852129
E16_ZSCp_full_rep1	16	1	s16_full_rep1	ZSCp	ZSCp_1	Triplet	7	full	1	1	F3	H5	7918	44.84594472	4133	925	1551	1045	296	32	21	8003	5133.703125	1000.703125	1710.84375	1.709641658	0.650057276	0.765242543	0.727138349	0.761135107	0.66957575	0.805337944	0.626743862	0.650057276	0.727793005
E16_ZcGCp_full_rep1	16	1	s16_full_rep1	ZcGCp	ZcGCp_1	Triplet	7	full	1	1	G3	H6	4357	36.79898649	2362	453	840	583	262	52	4	4556	2889.4375	527.4375	939.125	1.780542718	0.677015996	0.765242543	0.650524163	0.761135107	0.79570281	0.805337944	0.790241398	0.677015996	0.976456017
E16_ScGCp_full_rep1	16	1	s16_full_rep1	ScGCp	ScGCp_1	Triplet	7	full	1	2	B3	H7	3475	78.19531953	2091	451	562	262	90	10	15	3481	2495.921875	404.921875	630.21875	1.55639591	0.591788625	0.727138349	0.650524163	0.761135107	0.744394818	0.626743862	0.790241398	0.591788625	0.828846002
E16_P_full_rep2	16	2	s16_full_rep2	P	P_2	Single	7	full	1	1	B10	A1	23445	94.73875621	11988	1179	1854	3703	3323	1217	277	23541	13753.92188	1765.921875	3952	2.237924597	0.867732169	NA	NA	NA	NA	NA	NA	NA	NA
E16_L_full_rep2	16	2	s16_full_rep2	L	L_2	Single	7	full	1	1	C10	A2	33441	95.67692836	13316	1081	2436	5778	6751	3416	825	33603	15729.32813	2413.328125	6224.09375	2.579049938	1	NA	NA	NA	NA	NA	NA	NA	NA
E16_H_full_rep2	16	2	s16_full_rep2	H	H_2	Single	7	full	1	1	D10	A3	9391	90.00383362	8417	167	250	277	168	36	47	9362	8609.984375	192.984375	364.40625	1.888268156	0.732156493	NA	NA	NA	NA	NA	NA	NA	NA
E16_Z_full_rep2	16	2	s16_full_rep2	Z	Z_2	Single	7	full	1	1	E10	A4	15095	90.66610607	9674	562	954	1539	1518	681	136	15064	10504.15625	830.15625	1833.78125	2.208959157	0.856501119	NA	NA	NA	NA	NA	NA	NA	NA
E16_S_full_rep2	16	2	s16_full_rep2	S	S_2	Single	7	full	1	1	F10	A5	10620	89.67322469	6169	633	1635	1435	571	127	0	10570	7113.28125	944.28125	1834.71875	1.942979118	0.753370103	NA	NA	NA	NA	NA	NA	NA	NA
E16_cG_full_rep2	16	2	s16_full_rep2	cG	cG_2	Single	7	full	1	1	G10	A6	8051	88.80432385	7273	132	177	220	145	79	0	8026	7422.28125	149.28125	285.59375	1.913125393	0.741794629	NA	NA	NA	NA	NA	NA	NA	NA
E16_Cp_full_rep2	16	2	s16_full_rep2	Cp	Cp_2	Single	7	full	1	2	B10	A7	18694	91.78122545	13357	592	889	1116	1575	735	429	18693	14142.85938	785.859375	1707.8125	2.173178248	0.842627441	NA	NA	NA	NA	NA	NA	NA	NA
E16_PL_full_rep2	16	2	s16_full_rep2	PL	PL_2	Pair	7	full	1	2	C10	A8	9493	92.05779674	6760	1227	930	343	169	89	0	9518	7662.21875	902.21875	1263.28125	1.400193966	0.542910762	NA	NA	NA	NA	NA	NA	NA	NA
E16_PH_full_rep2	16	2	s16_full_rep2	PH	PH_2	Pair	7	full	1	1	B9	B1	5793	86.06447779	5026	358	271	86	0	1	0	5742	5283.53125	257.53125	346.90625	1.347045261	0.5223029	NA	NA	NA	NA	NA	NA	NA	NA
E16_PZ_full_rep2	16	2	s16_full_rep2	PZ	PZ_2	Pair	7	full	1	1	C9	B2	16332	73.44185628	10551	1893	2082	1262	426	96	0	16310	12205.375	1654.375	2582.25	1.560861352	0.605207883	NA	NA	NA	NA	NA	NA	NA	NA
E16_PS_full_rep2	16	2	s16_full_rep2	PS	PS_2	Pair	7	full	1	1	D9	B3	5604	86.78953074	3923	585	726	319	64	23	0	5640	4441.59375	518.59375	794.71875	1.532449533	0.594191493	NA	NA	NA	NA	NA	NA	NA	NA
E16_PcG_full_rep2	16	2	s16_full_rep2	PcG	PcG_2	Pair	7	full	1	1	E9	B4	8095	90.51772336	5343	1009	962	522	127	48	0	8011	6162.6875	819.6875	1220.5	1.488982082	0.577337437	NA	NA	NA	NA	NA	NA	NA	NA
E16_PCp_full_rep2	16	2	s16_full_rep2	PCp	PCp_2	Pair	7	full	1	1	F9	B5	20196	92.03846329	11738	803	1284	2256	2577	1273	326	20257	12948.4375	1210.4375	2763.21875	2.282826457	0.885142402	NA	NA	NA	NA	NA	NA	NA	NA
E16_LH_full_rep2	16	2	s16_full_rep2	LH	LH_2	Pair	7	full	1	1	G9	B6	13732	92.09308564	8440	623	1859	1510	1006	297	4	13739	9477.21875	1037.21875	2105.53125	2.029978006	0.787103024	NA	NA	NA	NA	NA	NA	NA	NA
E16_LZ_full_rep2	16	2	s16_full_rep2	LZ	LZ_2	Pair	7	full	1	2	B9	B7	17485	83.99788624	10346	1519	2323	1980	812	296	52	17328	11994.5625	1648.5625	2917.625	1.769799446	0.686221473	NA	NA	NA	NA	NA	NA	NA	NA
E16_LS_full_rep2	16	2	s16_full_rep2	LS	LS_2	Pair	7	full	1	2	C9	B8	9788	89.24142961	4681	1216	1840	1406	424	97	2	9666	5954.3125	1273.3125	2176.59375	1.709394787	0.662800189	NA	NA	NA	NA	NA	NA	NA	NA
E16_LcG_full_rep2	16	2	s16_full_rep2	LcG	LcG_2	Pair	7	full	1	1	B8	C1	17025	93.40538761	7985	2023	2864	2688	1218	262	99	17139	10134.35938	2149.359375	3806.21875	1.770861957	0.68663345	NA	NA	NA	NA	NA	NA	NA	NA
E16_LCp_full_rep2	16	2	s16_full_rep2	LCp	LCp_2	Pair	7	full	1	1	C8	C2	17949	94.63777286	8380	1849	2679	2892	1548	463	99	17910	10448.51563	2068.515625	3817.125	1.845345016	0.715513488	NA	NA	NA	NA	NA	NA	NA	NA
E16_HZ_full_rep2	16	2	s16_full_rep2	HZ	HZ_2	Pair	7	full	1	1	D8	C3	18494	89.20509358	11153	904	1950	2581	1455	404	150	18597	12521.03125	1368.03125	2835.8125	2.072915001	0.803751401	NA	NA	NA	NA	NA	NA	NA	NA
E16_HS_full_rep2	16	2	s16_full_rep2	HS	HS_2	Pair	7	full	1	1	E8	C4	10500	90.25270758	5818	635	1734	1649	613	106	0	10555	6816.75	998.75	1972.6875	1.975156446	0.76584653	NA	NA	NA	NA	NA	NA	NA	NA
E16_HcG_full_rep2	16	2	s16_full_rep2	HcG	HcG_2	Pair	7	full	1	1	F8	C5	10307	92.59725092	7714	361	770	863	475	159	0	10342	8229.53125	515.53125	1032.71875	2.003212705	0.776725055	NA	NA	NA	NA	NA	NA	NA	NA
E16_HCp_full_rep2	16	2	s16_full_rep2	HCp	HCp_2	Pair	7	full	1	1	G8	C6	8394	89.31687593	6230	562	715	678	99	48	0	8332	6782.1875	552.1875	925	1.675155631	0.64952431	NA	NA	NA	NA	NA	NA	NA	NA
E16_ZS_full_rep2	16	2	s16_full_rep2	ZS	ZS_2	Pair	7	full	1	2	B8	C7	13212	85.09596805	6765	1148	2480	2040	532	127	1	13093	8251.234375	1486.234375	2731.9375	1.83816062	0.712727812	NA	NA	NA	NA	NA	NA	NA	NA
E16_ZcG_full_rep2	16	2	s16_full_rep2	ZcG	ZcG_2	Pair	7	full	1	2	C8	C8	16049	87.23230786	9412	666	1782	2550	1168	286	191	16055	10594.17188	1182.171875	2534.84375	2.144226067	0.831401531	NA	NA	NA	NA	NA	NA	NA	NA
E16_ZCp_full_rep2	16	2	s16_full_rep2	ZCp	ZCp_2	Pair	7	full	1	1	B7	D1	23491	84.06154947	13273	1789	3190	3383	1204	327	295	23461	15477.95313	2204.953125	4137.875	1.876627196	0.72764283	NA	NA	NA	NA	NA	NA	NA	NA
E16_ScG_full_rep2	16	2	s16_full_rep2	ScG	ScG_2	Pair	7	full	1	1	C7	D2	13977	90.01159196	6064	1109	2848	2647	933	220	27	13848	7726.984375	1662.984375	3241.28125	1.949074988	0.755733714	NA	NA	NA	NA	NA	NA	NA	NA
E16_SCp_full_rep2	16	2	s16_full_rep2	SCp	SCp_2	Pair	7	full	1	1	D7	D3	10753	90.91908345	4808	1820	2192	1448	403	62	43	10776	6474.796875	1666.796875	2663.46875	1.59795641	0.619591108	NA	NA	NA	NA	NA	NA	NA	NA
E16_cGCp_full_rep2	16	2	s16_full_rep2	cGCp	cGCp_2	Pair	7	full	1	1	E7	D4	15005	93.23929659	6096	1840	3004	2500	1085	217	60	14802	8155.03125	2059.03125	3670.28125	1.782528191	0.691156912	NA	NA	NA	NA	NA	NA	NA	NA
E16_PLH_full_rep2	16	2	s16_full_rep2	PLH	PLH_2	Triplet	7	full	1	1	F7	D5	3762	80.14486579	3646	65	37	1	0	0	0	3749	3687.875	41.875	51.375	1.226865672	0.475704504	0.867732169	1	0.732156493	0.542910762	0.5223029	0.787103024	0.475704504	0.33216167
E16_PLZ_full_rep2	16	2	s16_full_rep2	PLZ	PLZ_2	Triplet	7	full	1	1	G7	D6	9254	59.44244604	7808	707	422	208	44	0	0	9189	8295.75	487.75	653.5	1.33982573	0.519503601	0.867732169	1	0.856501119	0.542910762	0.605207883	0.686221473	0.519503601	0.179240858
E16_PLS_full_rep2	16	2	s16_full_rep2	PLS	PLS_2	Triplet	7	full	1	2	B7	D7	3265	79.34386391	3107	56	53	39	0	0	0	3255	3153.125	46.125	69.125	1.498644986	0.581084129	0.867732169	1	0.753370103	0.542910762	0.594191493	0.662800189	0.581084129	0.270890328
E16_PLcG_full_rep2	16	2	s16_full_rep2	PLcG	PLcG_2	Triplet	7	full	1	2	C7	D8	5012	78.92913386	4881	108	1	0	0	0	0	4990	4935.25	54.25	54.5	1.004608295	0.3895265	0.867732169	1	0.741794629	0.542910762	0.577337437	0.68663345	0.3895265	0.288521532
E16_PLCp_full_rep2	16	2	s16_full_rep2	PLCp	PLCp_2	Triplet	7	full	1	1	B6	E1	8775	87.41781231	6944	622	624	324	126	80	0	8720	7461.875	517.875	788.5	1.522568187	0.590360103	0.867732169	1	0.842627441	0.542910762	0.885142402	0.715513488	0.590360103	0.501138105
E16_PHZ_full_rep2	16	2	s16_full_rep2	PHZ	PHZ_2	Triplet	7	full	1	1	C6	E2	8967	56.41041772	7543	826	450	133	30	1	10	8993	8087.1875	544.1875	696.46875	1.279832319	0.496241775	0.867732169	0.732156493	0.856501119	0.5223029	0.605207883	0.803751401	0.496241775	0.499603559
E16_PHS_full_rep2	16	2	s16_full_rep2	PHS	PHS_2	Triplet	7	full	1	1	D6	E3	3776	82.4094282	3688	62	14	0	0	0	0	3764	3722.5	34.5	38	1.101449275	0.427075591	0.867732169	0.732156493	0.753370103	0.5223029	0.594191493	0.76584653	0.427075591	0.535822448
E16_PHcG_full_rep2	16	2	s16_full_rep2	PHcG	PHcG_2	Triplet	7	full	1	1	E6	E4	4610	80.41165184	4466	129	2	0	0	0	0	4597	4531	65	65.5	1.007692308	0.390722294	0.867732169	0.732156493	0.741794629	0.5223029	0.577337437	0.776725055	0.390722294	0.541584546
E16_PHCp_full_rep2	16	2	s16_full_rep2	PHCp	PHCp_2	Triplet	7	full	1	1	F6	E5	6202	81.99365415	4678	505	534	339	93	23	0	6172	5112.90625	434.90625	673.46875	1.54853776	0.600429537	0.867732169	0.732156493	0.842627441	0.5223029	0.885142402	0.64952431	0.600429537	0.581113696
E16_PZS_full_rep2	16	2	s16_full_rep2	PZS	PZS_2	Triplet	7	full	1	1	G6	E6	3758	35.01350974	3482	234	39	0	0	0	0	3755	3608.75	126.75	136.5	1.076923077	0.41756581	0.867732169	0.856501119	0.753370103	0.605207883	0.594191493	0.712727812	0.41756581	0.463498281
E16_PZcG_full_rep2	16	2	s16_full_rep2	PZcG	PZcG_2	Triplet	7	full	1	2	B6	E7	3656	38.67555273	3605	18	1	0	0	0	0	3624	3614.25	9.25	9.5	1.027027027	0.398219132	0.867732169	0.856501119	0.741794629	0.605207883	0.577337437	0.831401531	0.398219132	0.562240297
E16_PZCp_full_rep2	16	2	s16_full_rep2	PZCp	PZCp_2	Triplet	7	full	1	2	C6	E8	16051	84.57687849	10028	1455	1992	1864	561	93	34	16027	11525	1497	2580.46875	1.72376002	0.66837016	0.867732169	0.856501119	0.842627441	0.605207883	0.885142402	0.72764283	0.66837016	0.646985015
E16_PScG_full_rep2	16	2	s16_full_rep2	PScG	PScG_2	Triplet	7	full	1	1	B5	F1	4303	77.15617716	3794	240	155	87	14	1	0	4291	3964.53125	170.53125	233.78125	1.370899762	0.531552236	0.867732169	0.753370103	0.741794629	0.594191493	0.577337437	0.755733714	0.531552236	0.561634154
E16_PSCp_full_rep2	16	2	s16_full_rep2	PSCp	PSCp_2	Triplet	7	full	1	1	C5	F2	3712	76.48876983	3422	216	55	1	1	1	0	3696	3543.96875	121.96875	136.28125	1.117345632	0.433239239	0.867732169	0.753370103	0.842627441	0.594191493	0.885142402	0.619591108	0.433239239	0.603470341
E16_PcGCp_full_rep2	16	2	s16_full_rep2	PcGCp	PcGCp_2	Triplet	7	full	1	1	D5	F3	9082	91.01112336	5403	1522	1229	638	161	50	0	9003	6562.625	1159.625	1662.8125	1.433922604	0.555988693	0.867732169	0.741794629	0.842627441	0.577337437	0.885142402	0.691156912	0.555988693	0.658050051
E16_LHZ_full_rep2	16	2	s16_full_rep2	LHZ	LHZ_2	Triplet	7	full	1	1	E5	F4	13512	72.23736969	7459	1378	2295	1476	618	160	31	13417	8950.359375	1491.359375	2572.40625	1.72487349	0.668801897	1	0.732156493	0.856501119	0.787103024	0.686221473	0.803751401	0.668801897	0.726141818
E16_LHS_full_rep2	16	2	s16_full_rep2	LHS	LHS_2	Triplet	7	full	1	1	F5	F5	7238	90.49762441	4148	1140	1069	606	198	24	35	7220	5074.671875	926.671875	1388.28125	1.498136814	0.58088709	1	0.732156493	0.753370103	0.787103024	0.662800189	0.76584653	0.58088709	0.740930253
E16_LHcG_full_rep2	16	2	s16_full_rep2	LHcG	LHcG_2	Triplet	7	full	1	1	G5	F6	9215	89.500777	5800	1036	1170	765	319	75	42	9207	6729.0625	929.0625	1485.28125	1.598688194	0.61987485	1	0.732156493	0.741794629	0.787103024	0.68663345	0.776725055	0.61987485	0.777097481
E16_LHCp_full_rep2	16	2	s16_full_rep2	LHCp	LHCp_2	Triplet	7	full	1	2	B5	F7	4789	51.02279991	4566	149	49	0	0	0	0	4764	4652.75	86.75	99	1.141210375	0.442492547	1	0.732156493	0.842627441	0.787103024	0.715513488	0.64952431	0.442492547	0.602756459
E16_LZS_full_rep2	16	2	s16_full_rep2	LZS	LZS_2	Triplet	7	full	1	2	C5	F8	10177	92.66982335	3599	1530	2241	1946	719	214	50	10299	5219.90625	1620.90625	2833.125	1.747864813	0.677716545	1	0.856501119	0.753370103	0.686221473	0.662800189	0.712727812	0.677716545	0.506870985
